,Date,Time,Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,Temp_celsius,Weather,Wind_kmph,Humidity_percent,Laundry_count,Day,Hour
901,14/12/2015,12:27:07,1,0,1,43.0,0,2,1,4,0,10,0,9,0,0,0,1,1,44.0,5.0,21.0,3.11231849,101.7040324,2.0,30.0,3,7.0,70.0,11,1,12
902,24/02/2016,8:11:10,1,0,1,56.0,1,4,0,3,2,6,0,14,1,1,0,2,0,50.0,3.0,12.0,3.088185304,101.7645636,2.0,25.0,0,0.0,89.0,9,6,8
903,18/01/2016,10:45:26,1,1,0,48.0,0,2,1,5,0,3,0,6,1,1,1,3,0,15.0,0.0,12.0,3.107111243,101.7227682,3.0,26.0,0,4.0,89.0,8,1,10
904,19/01/2016,10:32:31,2,0,0,48.0,0,0,1,8,1,0,0,12,0,0,2,3,1,15.0,5.0,15.0,3.087650123,101.7124928,2.0,29.0,0,6.0,79.0,11,5,10
905,08/02/2016,7:56:55,0,1,0,21.0,0,4,1,2,0,7,0,10,1,1,3,0,0,41.0,5.0,19.0,3.18379666,101.7205907,1.0,24.0,3,2.0,89.0,23,1,7
906,11/01/2016,8:29:21,3,0,2,55.0,1,2,1,2,2,8,0,3,0,0,2,3,0,22.0,3.0,14.0,3.192682574,101.713707,2.0,25.0,3,0.0,94.0,17,1,8
907,05/01/2016,1:35:42,3,0,2,53.0,1,4,0,10,1,6,0,2,0,1,2,3,0,39.0,3.0,9.0,3.114376239,101.776009,2.0,25.0,0,9.0,89.0,11,5,1
908,03/02/2016,23:20:03,0,1,2,36.0,1,0,1,9,2,4,0,7,1,0,3,0,1,58.0,2.0,20.0,3.133748612,101.7228732,2.0,27.0,0,0.0,89.0,26,6,23
909,08/02/2016,6:08:11,3,1,0,59.0,0,3,0,9,0,3,0,9,0,0,0,0,1,40.0,3.0,18.0,3.163498388,101.7036873,2.0,24.0,3,4.0,89.0,22,1,6
910,01/12/2015,5:41:33,3,0,2,60.0,1,0,1,9,1,8,1,6,1,1,0,3,0,15.0,3.0,17.0,3.185602559,101.7736928,2.0,24.0,0,2.0,94.0,7,5,5
911,20/01/2016,0:31:32,2,0,0,20.0,0,4,1,0,1,1,1,13,0,1,1,2,1,14.0,4.0,11.0,3.09566126,101.7698891,1.0,26.0,0,4.0,89.0,9,6,0
912,06/01/2016,20:22:50,2,0,0,44.0,0,2,0,7,2,10,0,7,0,0,3,0,0,33.0,3.0,11.0,3.193488578,101.7427358,1.0,28.0,2,4.0,89.0,22,6,20
913,04/01/2016,20:37:29,1,1,0,26.0,1,2,0,3,0,3,1,0,0,0,0,1,0,38.0,1.0,20.0,3.149566969,101.7593642,1.0,25.0,2,2.0,94.0,28,1,20
914,18/01/2016,18:33:49,2,0,0,41.0,1,1,0,7,1,8,1,3,0,1,1,3,1,50.0,3.0,18.0,3.115881074,101.7566948,2.0,26.0,1,6.0,94.0,21,1,18
915,04/12/2015,2:20:06,0,0,1,53.0,1,4,1,2,2,10,0,0,1,0,2,2,1,50.0,1.0,14.0,3.139141813,101.7350714,1.0,25.0,0,0.0,94.0,34,0,2
916,12/01/2016,14:27:15,3,1,2,49.0,1,3,0,9,0,6,1,12,1,0,1,0,1,25.0,4.0,7.0,3.186965566,101.7698257,2.0,34.0,0,9.0,53.0,8,5,14
917,16/02/2016,22:25:23,3,0,2,23.0,0,0,0,0,0,10,1,6,0,1,0,0,0,26.0,3.0,21.0,3.190520052,101.7732579,2.0,28.0,3,11.0,66.0,7,5,22
918,22/12/2015,5:46:37,1,0,1,59.0,0,0,0,9,2,4,0,1,1,0,0,2,1,43.0,3.0,7.0,3.090745557,101.7528743,2.0,25.0,0,4.0,94.0,9,5,5
919,12/02/2016,7:22:21,2,0,0,50.0,0,4,1,4,2,4,1,9,1,0,3,2,0,51.0,5.0,12.0,3.164037396,101.7580409,1.0,26.0,3,4.0,89.0,21,0,7
920,01/12/2015,11:14:05,1,1,1,53.0,0,0,1,2,2,7,0,0,1,1,1,1,1,46.0,0.0,13.0,3.116465495,101.7368508,2.0,30.0,3,4.0,70.0,18,5,11
921,11/12/2015,22:40:42,1,1,1,52.0,1,2,1,0,1,3,0,10,1,1,3,2,0,57.0,0.0,10.0,3.090434715,101.7074842,3.0,25.0,0,2.0,94.0,15,0,22
922,13/01/2016,2:43:30,3,1,0,59.0,1,2,0,7,0,6,1,3,1,0,3,3,0,49.0,5.0,18.0,3.148712999,101.7507381,3.0,26.0,0,0.0,89.0,30,6,2
923,28/01/2016,14:37:12,1,1,1,34.0,0,3,0,4,1,10,0,0,1,0,3,2,0,42.0,0.0,20.0,3.108561386,101.7388502,3.0,34.0,0,6.0,56.0,18,4,14
924,24/12/2015,14:07:28,3,0,1,30.0,0,1,1,8,1,7,1,5,1,0,1,0,0,52.0,5.0,15.0,3.13882999,101.7001538,3.0,32.0,0,4.0,63.0,19,4,14
925,29/01/2016,16:56:45,3,0,2,27.0,1,2,1,8,0,9,1,1,0,0,3,1,1,18.0,4.0,12.0,3.10200042,101.7544484,1.0,32.0,0,13.0,67.0,11,0,16
926,03/12/2015,3:22:01,0,0,2,53.0,1,4,1,10,0,2,1,11,0,0,1,3,1,29.0,4.0,16.0,3.197025585,101.7567595,2.0,25.0,0,4.0,94.0,21,4,3
927,01/02/2016,8:28:09,3,1,0,53.0,1,3,1,2,2,5,0,0,1,1,1,3,0,58.0,3.0,15.0,3.099507824,101.7719106,1.0,25.0,0,4.0,94.0,9,1,8
928,05/01/2016,12:22:13,2,1,2,57.0,1,0,0,7,0,11,1,8,0,0,3,3,1,58.0,3.0,20.0,3.134299495,101.7065635,2.0,33.0,0,6.0,59.0,23,5,12
929,06/02/2016,15:17:17,1,1,1,23.0,1,2,0,10,1,2,0,9,1,0,2,3,1,13.0,1.0,9.0,3.153106387,101.7193493,1.0,32.0,0,11.0,63.0,25,2,15
930,21/02/2016,15:23:03,1,1,1,26.0,1,4,1,6,2,7,1,6,1,0,1,0,0,33.0,3.0,19.0,3.132650442,101.7273432,1.0,35.0,0,7.0,32.0,28,3,15
931,16/01/2016,2:08:13,2,0,1,48.0,0,1,1,7,1,7,0,2,1,1,0,0,0,57.0,4.0,7.0,3.157915131,101.7373295,2.0,26.0,0,0.0,94.0,22,2,2
932,21/12/2015,18:01:14,3,1,2,54.0,1,0,0,10,2,6,1,3,0,1,0,3,0,19.0,2.0,20.0,3.09769353,101.7182536,2.0,30.0,2,11.0,66.0,7,1,18
933,20/02/2016,1:54:29,0,1,2,53.0,0,0,0,2,1,9,1,11,0,0,1,1,1,48.0,1.0,9.0,3.142000256,101.7690534,1.0,26.0,0,7.0,89.0,27,2,1
934,20/01/2016,1:09:40,3,1,1,42.0,0,4,0,9,0,8,1,4,1,0,1,3,1,37.0,5.0,13.0,3.087161874,101.7533967,3.0,26.0,3,0.0,89.0,11,6,1
935,28/12/2015,9:02:06,3,0,0,20.0,0,0,1,2,0,10,0,5,1,1,3,2,0,34.0,4.0,17.0,3.099023377,101.7526547,3.0,26.0,0,0.0,94.0,13,1,9
936,15/12/2015,13:57:57,1,1,0,33.0,1,1,0,9,1,9,0,7,0,0,1,3,1,25.0,0.0,14.0,3.179590418,101.719388,2.0,32.0,0,4.0,59.0,23,5,13
937,11/01/2016,19:56:18,1,1,1,40.0,1,0,1,10,0,7,0,0,0,1,3,2,1,12.0,1.0,21.0,3.141449246,101.7677131,1.0,30.0,0,9.0,75.0,27,1,19
938,28/01/2016,7:08:44,3,0,1,47.0,1,1,0,7,2,3,1,5,0,1,0,3,0,54.0,4.0,8.0,3.105694669,101.7126631,3.0,26.0,3,2.0,89.0,7,4,7
939,04/02/2016,14:16:42,2,1,1,25.0,0,2,1,8,2,2,0,0,0,1,2,2,1,40.0,0.0,14.0,3.187216378,101.7606795,3.0,31.0,0,9.0,66.0,18,4,14
940,06/01/2016,8:31:48,2,0,1,20.0,1,1,1,6,1,4,1,11,0,1,2,3,0,25.0,5.0,17.0,3.168388741,101.773906,3.0,26.0,3,2.0,94.0,12,6,8
941,11/12/2015,15:49:31,0,0,2,25.0,1,4,0,5,2,9,1,6,1,1,2,2,1,32.0,3.0,17.0,3.146356521,101.7424112,2.0,28.0,3,7.0,84.0,26,0,15
942,25/02/2016,17:38:11,1,0,0,38.0,1,0,0,10,2,0,1,9,0,1,3,2,1,36.0,5.0,20.0,3.148237532,101.7626611,2.0,34.0,0,6.0,44.0,27,4,17
943,13/01/2016,18:32:14,2,1,2,44.0,1,1,1,3,0,10,0,6,1,1,1,0,1,42.0,3.0,14.0,3.129762198,101.7075794,3.0,32.0,3,17.0,67.0,23,6,18
944,12/12/2015,14:55:26,0,1,0,40.0,1,2,0,1,2,0,1,0,1,0,1,3,1,40.0,1.0,14.0,3.10122664,101.7854153,2.0,33.0,0,6.0,56.0,3,2,14
945,03/12/2015,17:06:07,1,0,0,48.0,0,4,0,3,0,5,1,4,1,0,1,2,0,31.0,4.0,15.0,3.091852721,101.7621829,2.0,26.0,0,7.0,89.0,12,4,17
946,21/01/2016,10:03:45,0,0,0,43.0,1,0,0,9,0,9,1,10,1,0,0,1,0,36.0,4.0,11.0,3.191534105,101.7105991,3.0,28.0,0,2.0,66.0,18,4,10
947,19/02/2016,0:09:13,0,0,1,53.0,0,3,0,3,2,5,1,1,1,1,0,3,0,24.0,5.0,9.0,3.166789641,101.7259404,2.0,26.0,0,2.0,89.0,18,0,0
948,02/01/2016,12:05:25,1,1,2,53.0,0,1,1,9,1,9,0,9,0,0,3,3,1,36.0,1.0,7.0,3.112555031,101.7746726,2.0,31.0,3,7.0,55.0,11,2,12
949,24/01/2016,3:57:09,2,0,1,53.0,0,4,0,7,0,1,0,8,0,1,0,0,1,41.0,3.0,13.0,3.187697799,101.7298904,3.0,25.0,0,4.0,89.0,21,3,3
950,01/12/2015,13:14:41,1,1,0,45.0,1,4,0,9,2,10,1,0,1,0,3,0,0,20.0,1.0,10.0,3.156774514,101.7147337,1.0,32.0,0,11.0,63.0,25,5,13
951,08/01/2016,5:29:35,2,1,0,50.0,0,4,0,10,0,10,1,3,0,0,1,3,1,58.0,2.0,21.0,3.174332548,101.7772074,2.0,26.0,0,4.0,89.0,6,0,5
952,20/12/2015,6:16:34,3,0,1,34.0,1,2,0,9,2,1,0,14,0,1,1,3,1,26.0,3.0,12.0,3.121686231,101.7569876,1.0,24.0,1,0.0,94.0,24,3,6
953,16/01/2016,4:22:36,3,0,1,40.0,0,0,0,9,1,10,1,0,1,0,0,2,1,35.0,1.0,14.0,3.184017038,101.7005115,1.0,25.0,0,4.0,94.0,13,2,4
954,12/01/2016,9:32:36,1,0,2,19.0,1,1,0,9,0,6,1,14,1,0,3,3,1,36.0,2.0,13.0,3.181705674,101.7498259,2.0,27.0,3,2.0,89.0,18,5,9
955,26/01/2016,9:15:54,3,1,0,30.0,1,1,1,10,2,8,0,14,0,1,2,1,0,32.0,5.0,14.0,3.132341287,101.7454415,1.0,29.0,0,7.0,66.0,28,5,9
956,30/01/2016,18:26:18,2,0,2,19.0,0,4,1,9,0,6,1,2,1,0,0,2,1,28.0,0.0,12.0,3.17816603,101.7631139,1.0,31.0,0,9.0,75.0,11,2,18
957,16/02/2016,18:19:48,3,0,1,35.0,0,2,0,9,0,10,1,14,0,1,1,2,0,43.0,5.0,11.0,3.142091848,101.7423445,2.0,33.0,3,15.0,63.0,26,5,18
958,31/12/2015,2:20:53,0,1,0,45.0,1,1,0,9,1,8,1,10,1,0,0,1,0,15.0,0.0,14.0,3.186569523,101.7197299,2.0,26.0,0,2.0,89.0,22,4,2
959,25/12/2015,16:12:03,2,0,2,50.0,0,1,1,7,1,10,1,9,1,1,3,1,1,52.0,0.0,12.0,3.096768154,101.7592615,2.0,25.0,2,11.0,83.0,12,0,16
960,03/12/2015,11:47:20,1,1,1,44.0,1,3,0,8,0,10,1,9,0,1,0,3,1,42.0,1.0,10.0,3.164548656,101.7494957,3.0,31.0,3,7.0,66.0,15,4,11
961,04/12/2015,18:45:31,3,1,1,47.0,1,0,0,9,1,10,1,0,0,1,3,0,0,18.0,0.0,18.0,3.115412776,101.7253643,2.0,31.0,2,11.0,66.0,9,0,18
962,14/12/2015,8:07:20,3,0,2,28.0,1,2,1,9,2,3,1,12,1,1,2,0,0,22.0,3.0,17.0,3.155030656,101.7233275,1.0,23.0,0,0.0,100.0,25,1,8
963,10/01/2016,16:26:23,1,0,2,47.0,0,3,1,5,0,6,1,11,0,1,2,3,0,33.0,5.0,17.0,3.141908163,101.7285639,2.0,33.0,0,15.0,63.0,31,3,16
964,11/02/2016,5:20:41,2,1,0,23.0,0,3,1,8,0,6,0,7,0,0,3,1,0,45.0,0.0,15.0,3.143117012,101.719466,2.0,27.0,0,2.0,84.0,27,4,5
965,20/12/2015,2:49:34,3,0,0,26.0,1,0,0,3,2,8,1,12,0,0,3,0,0,51.0,4.0,20.0,3.108207256,101.7641652,1.0,25.0,0,0.0,94.0,15,3,2
966,11/02/2016,21:50:28,3,0,0,35.0,1,1,1,10,1,10,1,11,1,0,3,0,1,32.0,1.0,9.0,3.12917998,101.7197497,2.0,28.0,0,2.0,79.0,24,4,21
967,27/12/2015,21:57:34,0,0,1,53.0,1,4,0,2,1,9,1,12,1,0,1,1,1,50.0,4.0,10.0,3.182005751,101.7347311,2.0,25.0,2,7.0,94.0,15,3,21
968,05/02/2016,4:07:25,3,0,1,26.0,1,3,0,5,1,2,0,12,0,0,1,3,0,50.0,3.0,9.0,3.099022081,101.7618666,2.0,26.0,0,4.0,94.0,11,0,4
969,22/01/2016,14:16:56,0,1,2,33.0,0,4,0,10,2,1,1,12,0,0,2,1,0,35.0,0.0,10.0,3.117361273,101.7492172,2.0,34.0,0,9.0,53.0,25,0,14
970,06/02/2016,19:42:53,0,0,1,19.0,0,3,0,10,2,5,1,9,1,1,3,0,1,37.0,0.0,11.0,3.155773805,101.7844118,1.0,27.0,0,6.0,89.0,9,2,19
971,31/01/2016,22:10:36,0,0,1,28.0,1,0,0,1,2,4,1,14,1,1,2,1,0,18.0,0.0,13.0,3.107429522,101.7243208,3.0,28.0,0,4.0,79.0,8,3,22
972,15/12/2015,14:32:57,0,0,0,57.0,0,4,1,8,0,5,1,14,1,0,3,1,1,19.0,2.0,20.0,3.190253204,101.762774,1.0,32.0,0,7.0,63.0,18,5,14
973,05/12/2015,23:08:43,3,1,2,51.0,0,2,0,10,2,7,0,7,1,1,1,1,1,26.0,1.0,19.0,3.136287982,101.7642338,3.0,26.0,0,0.0,94.0,31,2,23
974,06/02/2016,13:14:19,2,0,1,19.0,0,2,1,0,0,8,0,11,0,0,2,0,1,16.0,5.0,12.0,3.132270853,101.7354709,1.0,32.0,0,9.0,63.0,27,2,13
975,12/12/2015,3:01:38,3,1,1,36.0,1,1,1,2,1,6,0,1,0,1,2,0,1,11.0,3.0,11.0,3.103553363,101.7453912,2.0,24.0,0,0.0,100.0,11,2,3
976,25/02/2016,10:24:42,0,1,2,21.0,0,2,0,2,2,8,1,9,0,1,3,3,1,24.0,0.0,11.0,3.115427066,101.7552716,3.0,30.0,0,9.0,52.0,21,4,10
977,16/02/2016,18:50:48,2,0,2,55.0,0,3,1,9,0,6,1,4,1,1,1,1,0,35.0,3.0,21.0,3.130619233,101.7747699,3.0,33.0,3,15.0,63.0,24,5,18
978,14/02/2016,3:17:50,3,0,1,44.0,0,0,0,3,2,9,0,11,1,0,3,2,0,27.0,3.0,8.0,3.172276609,101.7122531,2.0,26.0,3,2.0,84.0,18,3,3
979,26/01/2016,16:34:03,3,1,2,57.0,1,0,0,9,2,10,0,0,1,1,3,1,1,45.0,0.0,13.0,3.152130473,101.7623708,2.0,33.0,0,6.0,56.0,26,5,16
980,17/12/2015,12:32:47,0,1,2,26.0,0,0,0,1,2,8,1,10,0,0,0,1,0,18.0,3.0,16.0,3.143564338,101.7092428,2.0,29.0,0,4.0,70.0,23,4,12
981,25/12/2015,23:46:13,0,0,2,21.0,0,4,0,8,0,3,1,1,1,1,3,0,0,60.0,4.0,14.0,3.142313407,101.7374946,2.0,25.0,0,0.0,100.0,30,0,23
982,30/12/2015,23:06:59,1,1,1,56.0,0,3,0,2,1,10,1,5,1,1,1,2,1,39.0,0.0,11.0,3.122477689,101.750749,2.0,27.0,3,2.0,84.0,24,6,23
983,22/12/2015,18:48:45,1,0,1,41.0,0,4,0,10,1,8,1,8,1,1,2,0,0,26.0,0.0,20.0,3.122379109,101.7200146,3.0,31.0,0,15.0,66.0,20,5,18
984,26/12/2015,18:42:01,3,1,2,18.0,1,1,0,9,2,1,0,4,0,0,3,3,0,49.0,1.0,21.0,3.168313632,101.7180494,2.0,32.0,0,6.0,59.0,20,2,18
985,19/02/2016,16:21:46,2,0,0,35.0,0,1,0,8,0,3,1,3,0,1,2,1,0,27.0,2.0,9.0,3.176067971,101.785881,3.0,28.0,3,9.0,79.0,4,0,16
986,30/01/2016,15:36:56,3,0,1,35.0,0,4,1,6,1,7,0,3,1,0,1,3,1,56.0,0.0,14.0,3.13538363,101.7711091,3.0,33.0,0,6.0,59.0,25,2,15
987,31/01/2016,4:45:34,3,1,1,39.0,1,0,1,7,2,5,1,0,0,1,3,2,0,55.0,2.0,16.0,3.104888944,101.7697726,3.0,27.0,0,0.0,89.0,9,3,4
988,22/02/2016,11:17:31,2,0,1,46.0,0,2,0,5,2,10,1,13,1,1,3,3,0,20.0,4.0,20.0,3.193633492,101.7449461,1.0,30.0,0,6.0,59.0,23,1,11
989,03/01/2016,11:32:42,3,1,2,46.0,0,0,1,3,1,10,1,4,0,0,1,0,0,30.0,0.0,15.0,3.114650971,101.7133952,3.0,31.0,3,4.0,62.0,11,3,11
990,02/01/2016,7:51:56,3,0,2,53.0,0,1,0,9,2,0,1,8,0,0,0,1,1,11.0,2.0,16.0,3.188510608,101.7278994,3.0,24.0,0,2.0,89.0,21,2,7
991,09/02/2016,3:36:51,0,1,2,47.0,0,1,0,1,2,8,1,9,0,1,0,1,0,43.0,3.0,9.0,3.141615646,101.7375418,3.0,26.0,0,4.0,84.0,30,5,3
992,24/02/2016,2:53:02,0,1,1,29.0,1,0,0,0,0,0,1,12,0,1,1,1,0,39.0,0.0,19.0,3.134710508,101.7669341,2.0,25.0,3,2.0,94.0,27,6,2
993,01/01/2016,18:16:02,3,1,0,36.0,1,3,1,6,0,8,1,1,1,0,0,2,1,23.0,4.0,21.0,3.190581594,101.7555534,1.0,30.0,0,6.0,70.0,18,0,18
994,14/12/2015,5:23:44,2,1,1,25.0,0,0,0,6,0,8,1,10,1,1,3,0,0,22.0,3.0,14.0,3.193037957,101.7160187,3.0,23.0,0,0.0,100.0,19,1,5
995,10/02/2016,21:51:00,0,0,1,24.0,0,0,1,7,0,7,1,8,1,0,3,1,0,40.0,0.0,10.0,3.149095802,101.7598699,1.0,30.0,0,4.0,66.0,28,6,21
996,26/01/2016,6:21:00,0,1,0,27.0,1,4,1,4,0,10,1,4,0,1,2,1,1,52.0,5.0,21.0,3.165975165,101.7661005,1.0,28.0,0,6.0,70.0,15,5,6
997,25/12/2015,23:59:02,3,1,1,29.0,0,0,0,0,0,10,1,7,0,0,0,3,0,19.0,5.0,20.0,3.123304191,101.777292,1.0,25.0,0,0.0,100.0,17,0,23
998,18/02/2016,10:42:35,2,1,2,54.0,0,1,1,5,0,3,1,0,0,0,1,0,1,59.0,1.0,10.0,3.100791765,101.7238215,2.0,29.0,3,6.0,58.0,5,4,10
999,11/01/2016,5:36:37,3,0,0,23.0,1,4,1,8,2,1,0,0,1,1,2,3,0,44.0,3.0,11.0,3.138454129,101.7515872,3.0,25.0,0,2.0,94.0,33,1,5
1000,19/12/2015,16:05:04,1,0,1,58.0,0,3,1,6,1,0,0,11,0,1,2,0,1,29.0,4.0,21.0,3.119072487,101.7795623,1.0,33.0,0,11.0,59.0,11,2,16
1001,10/01/2016,23:09:18,3,0,2,23.0,0,4,1,1,2,10,1,2,1,1,3,2,1,49.0,0.0,9.0,3.136569139,101.7080372,3.0,28.0,0,0.0,84.0,24,3,23
1002,24/01/2016,5:06:05,2,0,1,27.0,1,3,1,1,0,3,1,12,0,1,0,1,1,27.0,1.0,7.0,3.177606111,101.7846669,2.0,25.0,3,6.0,89.0,2,3,5
1003,18/02/2016,17:57:32,0,0,1,54.0,1,2,0,9,0,7,0,14,1,0,3,2,1,22.0,4.0,14.0,3.124776847,101.7482784,2.0,33.0,0,7.0,49.0,12,4,17
1004,12/12/2015,11:36:46,3,0,2,18.0,1,1,0,3,0,1,1,7,1,1,0,3,1,24.0,2.0,11.0,3.151234046,101.770155,2.0,30.0,3,6.0,70.0,0,2,11
1005,08/01/2016,7:17:10,0,0,1,43.0,1,1,1,0,0,5,1,4,0,1,3,2,0,21.0,3.0,21.0,3.103041695,101.7736656,2.0,26.0,0,0.0,89.0,0,0,7
1006,02/12/2015,5:42:38,2,1,1,18.0,0,4,0,2,0,7,1,5,1,1,2,0,0,34.0,2.0,9.0,3.166716455,101.7022427,2.0,25.0,0,0.0,94.0,12,6,5
1007,14/01/2016,0:20:44,3,1,0,19.0,1,2,0,10,1,4,1,14,1,1,1,0,1,38.0,4.0,7.0,3.149428597,101.7016328,2.0,27.0,0,0.0,94.0,0,4,0
1008,27/02/2016,7:39:37,3,1,2,60.0,0,2,1,3,0,3,1,4,1,0,1,3,1,32.0,5.0,9.0,3.141552641,101.752244,2.0,24.0,0,2.0,89.0,35,2,7
1009,25/12/2015,6:30:42,3,1,1,25.0,0,4,1,4,2,1,0,11,0,0,3,2,1,47.0,4.0,19.0,3.15702397,101.78125,3.0,25.0,0,0.0,94.0,10,0,6
1010,06/02/2016,13:18:32,2,0,0,23.0,0,4,1,7,1,10,0,13,0,0,3,2,0,16.0,0.0,10.0,3.11927061,101.773959,1.0,32.0,0,9.0,63.0,15,2,13
1011,21/02/2016,8:17:33,2,1,2,32.0,1,4,1,9,0,10,0,14,0,0,1,3,0,26.0,0.0,10.0,3.136610978,101.7582253,1.0,23.0,3,0.0,94.0,34,3,8
1012,04/12/2015,21:23:04,1,0,0,30.0,1,4,0,2,0,10,1,1,0,0,0,2,0,32.0,3.0,19.0,3.176364699,101.7632832,3.0,27.0,0,2.0,89.0,14,0,21
1013,15/02/2016,23:21:15,3,0,2,27.0,1,4,0,9,1,10,0,6,0,1,1,0,0,19.0,0.0,15.0,3.17497415,101.7554909,2.0,27.0,3,2.0,89.0,13,1,23
1014,05/01/2016,14:30:45,2,0,2,23.0,1,0,1,8,1,5,0,12,0,1,1,1,0,16.0,2.0,15.0,3.175564219,101.7796675,1.0,33.0,0,7.0,56.0,6,5,14
1015,25/02/2016,6:48:05,3,1,1,25.0,1,0,0,6,0,5,1,10,0,0,1,3,0,47.0,2.0,11.0,3.187146305,101.7281931,3.0,26.0,3,4.0,70.0,22,4,6
1016,31/01/2016,6:52:11,3,0,2,20.0,1,1,0,3,2,11,0,14,0,1,3,0,0,43.0,4.0,7.0,3.194695798,101.7042576,3.0,26.0,0,0.0,94.0,16,3,6
1017,08/02/2016,22:49:51,3,1,2,58.0,1,1,1,3,2,5,1,1,0,1,2,3,1,21.0,0.0,10.0,3.154959073,101.7430153,1.0,28.0,0,4.0,74.0,23,1,22
1018,26/02/2016,9:57:27,1,1,1,24.0,0,1,1,1,2,8,0,3,1,1,0,3,1,33.0,1.0,15.0,3.111829859,101.7465516,3.0,28.0,3,4.0,62.0,19,0,9
1019,13/01/2016,20:06:56,3,0,2,38.0,1,4,0,4,1,0,0,0,0,1,3,1,1,56.0,4.0,19.0,3.093443776,101.7481961,3.0,30.0,2,7.0,79.0,9,6,20
1020,02/01/2016,5:21:44,0,0,2,18.0,0,2,0,3,0,11,0,2,1,0,3,3,1,44.0,1.0,16.0,3.181563765,101.7116366,3.0,24.0,0,2.0,94.0,19,2,5
1021,12/12/2015,13:09:44,3,1,2,28.0,0,2,0,9,0,10,0,13,0,1,0,1,0,13.0,4.0,10.0,3.122432735,101.7550528,1.0,32.0,0,7.0,63.0,25,2,13
1022,23/02/2016,3:48:16,0,0,2,49.0,0,3,1,5,1,9,1,2,1,1,2,2,0,23.0,0.0,20.0,3.126226715,101.7359094,1.0,26.0,0,0.0,89.0,24,5,3
1023,11/12/2015,12:06:33,3,1,1,53.0,1,2,1,6,0,9,0,7,0,0,3,1,1,59.0,1.0,9.0,3.123896581,101.7419032,1.0,29.0,0,11.0,74.0,26,0,12
1024,24/01/2016,23:17:54,3,1,0,19.0,0,4,0,1,2,10,0,6,0,1,3,0,0,12.0,5.0,16.0,3.127779514,101.7119267,3.0,28.0,3,4.0,74.0,21,3,23
1025,07/01/2016,5:22:12,3,1,1,35.0,1,2,0,9,2,5,1,5,0,1,2,3,0,41.0,0.0,15.0,3.108291331,101.7061691,2.0,25.0,0,0.0,100.0,10,4,5
1026,29/12/2015,9:09:05,1,0,2,58.0,0,4,0,10,0,1,0,3,1,0,1,1,1,18.0,0.0,8.0,3.138336011,101.7740332,3.0,27.0,0,4.0,84.0,23,5,9
1027,03/12/2015,23:16:57,1,0,1,45.0,1,0,0,6,2,5,1,4,1,0,2,3,1,42.0,2.0,9.0,3.096192548,101.7574977,3.0,25.0,0,0.0,94.0,13,4,23
1028,28/12/2015,22:25:44,3,1,2,56.0,0,1,0,1,1,10,0,12,1,0,1,1,0,11.0,0.0,13.0,3.133035037,101.7763342,2.0,26.0,0,6.0,89.0,24,1,22
1029,22/02/2016,6:52:01,0,1,1,46.0,0,2,0,9,1,6,0,5,0,0,0,3,0,54.0,0.0,17.0,3.126675106,101.7606615,2.0,24.0,0,2.0,89.0,24,1,6
1030,28/02/2016,14:31:57,2,1,2,53.0,0,4,1,6,1,10,1,1,1,0,3,2,0,30.0,1.0,12.0,3.130675786,101.7471539,2.0,33.0,0,2.0,56.0,28,3,14
1031,24/12/2015,15:54:22,1,0,0,52.0,0,2,1,6,1,9,1,0,1,0,1,0,0,55.0,1.0,17.0,3.172677033,101.7848798,2.0,30.0,0,9.0,70.0,4,4,15
1032,23/01/2016,14:38:20,1,1,0,52.0,1,3,0,2,2,9,1,6,0,0,3,1,0,14.0,5.0,20.0,3.101147357,101.7460156,2.0,34.0,0,7.0,53.0,11,2,14
1033,21/01/2016,5:37:01,3,1,0,56.0,1,3,0,3,0,8,0,6,1,1,3,0,0,18.0,0.0,14.0,3.100854692,101.7018515,1.0,27.0,0,0.0,84.0,14,4,5
1034,16/01/2016,8:13:20,3,0,1,56.0,0,1,1,7,2,3,0,2,1,1,1,2,1,13.0,2.0,13.0,3.169660206,101.7862451,3.0,26.0,0,0.0,94.0,4,2,8
1035,21/12/2015,22:48:43,3,0,0,30.0,1,3,1,10,1,4,0,13,0,1,3,0,0,36.0,2.0,13.0,3.152612284,101.7055655,2.0,27.0,0,0.0,84.0,24,1,22
1036,23/01/2016,19:45:05,0,0,1,56.0,0,4,0,6,1,0,1,6,0,0,2,2,0,46.0,3.0,10.0,3.092971423,101.7270114,3.0,25.0,0,2.0,89.0,10,2,19
1037,30/12/2015,7:21:49,2,0,1,53.0,1,1,0,2,2,10,1,0,0,1,1,3,0,29.0,4.0,16.0,3.128638698,101.6994921,1.0,24.0,3,2.0,89.0,21,6,7
1038,06/02/2016,15:40:31,2,1,0,53.0,0,0,1,3,2,0,0,6,0,1,2,0,0,60.0,3.0,19.0,3.180247008,101.7406551,3.0,32.0,0,11.0,63.0,16,2,15
1039,05/01/2016,13:44:23,2,0,0,27.0,0,1,0,9,1,0,0,14,1,1,1,2,0,24.0,2.0,14.0,3.197348286,101.7774649,3.0,33.0,0,7.0,56.0,7,5,13
